,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,avg_cost_price
2479,Hyundai,i10,10,56653.0,Dealer,Petrol,Manual,19.81,1086,68.05,5,3.0,7.138266666666667
2480,Hyundai,i10,9,37590.0,Dealer,Petrol,Automatic,16.95,1197,78.9,5,3.7,7.138266666666667
2481,Maruti,Swift,10,30000.0,Individual,Petrol,Manual,16.1,1197,85.0,5,3.5,7.86
2482,Hyundai,i20,9,43784.0,Trustmark Dealer,Petrol,Manual,18.5,1197,82.85,5,4.15,10.81
2483,Volkswagen,Vento,7,56000.0,Dealer,Petrol,Automatic,16.93,1197,103.2,5,6.1,13.46
2484,Maruti,Wagon R,14,35986.0,Dealer,Petrol,Manual,18.9,998,67.1,5,1.5,6.3
2485,Nissan,Kicks,1,7500.0,Individual,Diesel,Manual,20.45,1461,108.5,5,8.5,14.003333333333336
2486,Hyundai,i20,8,28000.0,Dealer,Petrol,Manual,18.5,1197,82.85,5,4.25,10.575
2487,Ford,Figo,4,42267.0,Dealer,Diesel,Manual,25.83,1498,99.0,5,6.0,9.395
2488,Volkswagen,Polo,8,70000.0,Individual,Diesel,Manual,22.07,1199,73.9,5,5.0,9.283830409356725
2489,Maruti,Dzire ZXI,7,50000.0,Dealer,Petrol,Manual,23.26,1197,88.5,5,5.0,8.615
2490,Maruti,Celerio,7,33231.0,Dealer,Petrol,Automatic,23.1,998,67.04,5,3.75,5.93
2493,Maruti,Alto,4,6808.0,Dealer,Petrol,Manual,23.95,998,67.05,5,3.69,4.112027027027027
2494,Ford,Ecosport,6,50000.0,Individual,Petrol,Manual,15.85,1499,110.4,5,5.5,11.205
2496,Honda,City,3,25000.0,Dealer,Petrol,Automatic,18.0,1497,117.6,5,11.91,14.945
2497,Maruti,Baleno,5,20000.0,Dealer,Petrol,Automatic,21.4,1197,83.1,5,6.25,8.78
2498,Maruti,Ciaz,3,35000.0,Individual,Petrol,Manual,21.56,1462,103.25,5,7.1,11.42
2499,Mahindra,Scorpio,11,110000.0,Dealer,Diesel,Manual,12.05,2179,120.0,8,4.45,17.309853556485354
2500,Hyundai,i10,10,82000.0,Dealer,Petrol,Manual,20.36,1197,78.9,5,3.2,7.138266666666667
2502,Maruti,Vitara,4,55000.0,Dealer,Diesel,Manual,24.3,1248,88.5,5,9.55,10.815
2503,Maruti,Alto,6,19074.0,Individual,Petrol,Manual,22.74,796,47.3,5,2.75,4.2
2504,Hyundai,Creta,6,83000.0,Dealer,Diesel,Automatic,17.01,1582,126.2,5,9.55,16.575
2505,Toyota,Innova,8,128000.0,Dealer,Diesel,Manual,12.99,2494,100.57,7,9.75,24.861428571428572
2506,Honda,Civic,11,74000.0,Dealer,Petrol,Automatic,13.9,1799,130.2,5,3.85,23.235
2507,Maruti,Swift,11,92182.0,Dealer,Diesel,Manual,17.8,1248,75.0,5,2.95,7.746715686274511
2508,Maruti,Ignis,4,47063.0,Dealer,Petrol,Manual,20.89,1197,81.8,5,5.25,7.26
2509,Maruti,Baleno,2,20000.0,Individual,Diesel,Manual,27.39,1248,74.0,5,6.65,8.69356846473029
2510,Maruti,Ciaz,3,15000.0,Dealer,Petrol,Manual,20.65,1462,103.25,5,8.0,11.73
2511,Maruti,Swift Dzire,13,115000.0,Individual,Petrol,Manual,17.5,1298,85.8,5,2.5,8.75
2512,Maruti,Ertiga,5,61149.0,Dealer,Petrol,Manual,19.01,1462,103.26,7,7.55,10.605
2513,Hyundai,Verna,2,14200.0,Dealer,Petrol,Manual,17.0,1591,121.3,5,9.45,13.505
2514,Hyundai,i20,3,16000.0,Dealer,Petrol,Manual,17.19,1197,81.86,5,7.5,10.810042134831459
2515,Maruti,Ertiga,8,187420.0,Dealer,Diesel,Manual,20.77,1248,88.8,7,6.7,10.38372
2516,Maruti,Ciaz,6,49986.0,Dealer,Diesel,Manual,26.21,1248,88.5,5,6.1,11.595719424460432
2517,Hyundai,Grand,4,25000.0,Individual,Petrol,Manual,18.9,1197,81.86,5,5.0,7.045
2518,Maruti,Ertiga,7,96000.0,Dealer,Diesel,Manual,20.77,1248,88.76,7,6.65,10.38372
2519,Maruti,Ertiga,5,20000.0,Individual,CNG,Manual,17.5,1373,80.46,7,8.25,10.23
2520,Maruti,Swift,5,38000.0,Individual,Diesel,Manual,25.2,1248,74.0,5,6.25,7.746715686274511
2521,Toyota,Innova,13,190000.0,Dealer,Diesel,Manual,12.8,2494,102.0,8,4.0,24.861428571428572
2522,Hyundai,Santro,2,7000.0,Dealer,Petrol,Manual,20.3,1086,68.07,5,5.1,6.435
2523,Ford,Figo,8,46000.0,Dealer,Diesel,Manual,20.0,1399,68.05,5,2.94,9.405
2524,Tata,Tigor,3,10000.0,Individual,Petrol,Manual,20.3,1199,84.0,5,6.5,7.435
2525,Maruti,Swift Dzire,9,79000.0,Individual,Diesel,Manual,23.4,1248,74.0,5,4.98,8.329472891566265
2526,Maruti,Alto,4,70000.0,Individual,Petrol,Manual,24.07,998,67.1,5,3.0,4.112027027027027
2527,Maruti,Swift,9,85000.0,Individual,Diesel,Manual,22.9,1248,74.0,5,4.0,7.746715686274511
2528,Hyundai,i20,10,88000.0,Dealer,Diesel,Manual,23.0,1396,90.0,5,3.25,11.26
2529,Maruti,Alto,7,16600.0,Dealer,Petrol,Manual,22.74,796,47.3,5,2.65,4.2
2530,Tata,Tiago,4,40000.0,Individual,Petrol,Manual,23.84,1199,84.0,5,4.65,6.81
2531,Honda,City,8,37000.0,Dealer,Petrol,Manual,17.0,1497,118.0,5,4.86,15.0
2532,Toyota,Innova,10,125000.0,Dealer,Diesel,Manual,12.8,2494,102.0,7,6.75,24.861428571428572
2533,Honda,City,3,18000.0,Dealer,Diesel,Manual,26.0,1498,98.6,5,11.5,15.192078825347759
2534,Toyota,Innova,14,95000.0,Dealer,Diesel,Manual,12.8,2494,102.0,8,4.74,24.861428571428572
2535,Honda,City,6,35000.0,Individual,Petrol,Manual,17.4,1497,117.3,5,7.5,15.0
2536,Hyundai,i20,11,49000.0,Dealer,Petrol,Manual,18.5,1197,80.0,5,2.6,10.810042134831459
2537,Renault,KWID,4,19000.0,Dealer,Petrol,Manual,25.17,799,53.3,5,3.35,5.415
2538,Honda,City,13,165000.0,Individual,Petrol,Manual,16.8,1497,116.4,5,3.0,15.03
2539,Maruti,Swift,9,120000.0,Individual,Diesel,Manual,22.9,1248,74.0,5,3.8,7.746715686274511
2540,Mahindra,KUV100,4,12950.0,Dealer,Petrol,Manual,18.15,1198,82.0,6,3.99,7.6455
2542,Skoda,Rapid,5,47000.0,Dealer,Diesel,Automatic,21.66,1498,103.52,5,7.0,12.28091836734694
2543,Hyundai,Creta,5,71000.0,Dealer,Diesel,Automatic,17.01,1582,126.2,5,10.8,16.28
2544,Honda,WR-V,3,40000.0,Individual,Diesel,Manual,25.5,1498,98.6,5,10.0,12.45
2545,Hyundai,Santro,8,29000.0,Dealer,Petrol,Manual,17.92,1086,62.1,5,2.5,6.399390243902439
2546,Hyundai,Creta,4,31191.0,Dealer,Petrol,Manual,13.0,1591,121.3,5,9.85,16.307285714285715
2547,Maruti,Ertiga,5,50000.0,Individual,Diesel,Manual,24.52,1248,88.5,7,9.5,10.38372
2548,Renault,KWID,4,19200.0,Dealer,Petrol,Automatic,24.04,999,67.0,5,3.49,5.415
2549,Renault,Duster,8,72396.0,Dealer,Diesel,Manual,19.01,1461,108.45,5,5.28,14.16888888888889
2550,Volkswagen,Vento,10,164000.0,Individual,Diesel,Manual,20.54,1598,103.6,5,3.5,13.294659090909091
2551,Maruti,Baleno,5,14500.0,Dealer,Petrol,Manual,21.4,1197,83.1,5,5.6,8.69356846473029
2553,Toyota,Innova,15,110000.0,Dealer,Diesel,Manual,12.8,2494,102.0,7,3.9,24.861428571428572
2554,Renault,KWID,4,20000.0,Individual,Petrol,Manual,23.01,999,67.0,5,3.5,5.27
2556,Datsun,GO,5,40000.0,Individual,Petrol,Manual,19.44,1198,67.0,7,4.0,6.56
2558,Hyundai,Verna,5,66523.0,Dealer,Diesel,Manual,23.9,1582,126.2,5,7.75,15.48
2559,Hyundai,Elantra,8,34800.0,Dealer,Petrol,Automatic,14.5,1797,147.5,5,6.75,22.305
2560,Maruti,Swift Dzire,11,87000.0,Dealer,Diesel,Manual,19.3,1248,73.9,5,3.25,8.329472891566265
2563,Honda,Amaze,7,110000.0,Individual,Diesel,Manual,25.8,1498,98.6,5,3.75,10.15
2564,Maruti,Eeco,2,7647.0,Dealer,Petrol,Manual,16.11,1196,72.42,5,4.65,5.214816513761468
2565,Maruti,Alto,15,15000.0,Individual,Petrol,Manual,19.7,796,46.3,5,1.2,4.112027027027027
2568,Hyundai,Verna,4,70000.0,Individual,Petrol,Manual,17.01,1591,121.3,5,8.5,13.21
2569,Ford,Figo,10,18800.0,Individual,Petrol,Manual,15.6,1196,70.0,5,2.25,8.737458333333333
2570,Volkswagen,Vento,6,102000.0,Dealer,Diesel,Automatic,22.15,1498,108.6,5,5.9,13.294659090909091
2571,Volkswagen,Vento,5,110000.0,Individual,Diesel,Automatic,22.15,1498,108.6,5,7.5,13.294659090909091
2572,Toyota,Innova,3,27000.0,Dealer,Diesel,Automatic,13.68,2393,147.51,8,18.9,25.415
2573,Maruti,Eeco,5,16000.0,Dealer,Petrol,Manual,15.37,1196,73.0,5,3.85,5.214816513761468
2574,Volkswagen,Vento,6,48000.0,Dealer,Diesel,Manual,20.34,1498,103.2,5,4.9,13.294659090909091
2575,Volkswagen,Polo,9,58200.0,Dealer,Petrol,Manual,16.47,1198,73.9,5,3.25,9.49
2577,Hyundai,Verna,9,88221.0,Dealer,Diesel,Manual,22.32,1582,126.32,5,5.11,15.465
2578,Hyundai,i10,11,70000.0,Individual,Petrol,Manual,19.81,1086,68.05,5,1.99,7.138266666666667
2579,Volkswagen,Polo,6,49000.0,Dealer,Petrol,Automatic,17.21,1197,103.5,5,6.21,9.49
2580,Honda,City,9,37000.0,Dealer,Petrol,Manual,17.4,1497,117.6,5,4.25,14.945
2581,Maruti,Celerio,3,30700.0,Dealer,Petrol,Manual,21.63,998,67.0,5,5.21,6.24
2583,Honda,Jazz,5,60000.0,Individual,Diesel,Manual,27.3,1498,98.6,5,5.75,10.077314814814814
2586,Hyundai,i20,4,60000.0,Individual,Diesel,Manual,22.54,1396,88.73,5,7.8,11.02
2588,Maruti,Ciaz,5,31000.0,Dealer,Petrol,Manual,20.73,1373,91.1,5,6.0,11.73
2589,Volkswagen,Polo,8,92000.0,Dealer,Petrol,Automatic,17.2,1197,103.6,5,5.4,9.283830409356725
2590,Volkswagen,Polo,8,33000.0,Dealer,Petrol,Manual,16.47,1198,73.9,5,3.95,9.19
2591,Maruti,Swift Dzire,10,88000.0,Dealer,Diesel,Manual,19.3,1248,73.9,5,3.65,8.329472891566265
2592,Ford,Figo,9,69000.0,Dealer,Diesel,Manual,20.0,1399,68.05,5,2.25,9.405
2593,Maruti,Swift,3,24000.0,Dealer,Diesel,Automatic,28.4,1248,74.0,5,7.5,7.746715686274511
2594,Volkswagen,Vento,6,26000.0,Dealer,Petrol,Automatic,16.93,1197,103.2,5,6.45,13.46
2595,Maruti,Swift Dzire,4,35000.0,Individual,Diesel,Manual,28.4,1248,74.02,5,7.5,8.329472891566265
2596,Maruti,Alto,29,22612.0,Dealer,Petrol,Manual,22.05,796,47.3,5,0.6,4.135
2597,Renault,KWID,3,10000.0,Individual,Petrol,Manual,23.01,999,67.0,5,3.5,4.775
2598,Maruti,Alto,7,40000.0,Individual,Petrol,Manual,22.74,796,47.3,5,1.66,4.095
2599,Mahindra,Bolero,6,150000.0,Dealer,Diesel,Manual,15.96,2523,62.1,7,5.5,9.77
2600,Hyundai,Verna,15,70000.0,Individual,Diesel,Manual,16.8,1493,110.0,5,1.25,14.583057553956834
2601,Tata,Nexon,2,5000.0,Dealer,Petrol,Automatic,17.0,1198,108.5,5,9.31,11.28
2602,Volkswagen,Polo,10,65894.0,Dealer,Petrol,Manual,16.47,1198,73.9,5,3.75,9.245
2603,Volkswagen,Polo,7,42000.0,Dealer,Petrol,Automatic,17.21,1197,103.6,5,6.1,9.2
2605,Renault,KWID,6,45006.0,Dealer,Petrol,Manual,25.17,799,53.3,5,2.69,5.27
2606,Maruti,Swift Dzire,10,51000.0,Dealer,Petrol,Manual,17.5,1197,85.8,5,3.4,8.615
2607,Tata,Hexa,4,30000.0,Individual,Diesel,Automatic,17.6,2179,153.86,7,14.5,14.1
2608,Hyundai,Grand,4,22000.0,Dealer,Petrol,Manual,18.9,1197,81.86,5,4.85,7.24
2609,Maruti,Vitara,3,32000.0,Dealer,Diesel,Manual,24.3,1248,88.5,5,9.2,10.815
2610,Hyundai,i20,3,39000.0,Individual,Petrol,Manual,18.6,1197,81.83,5,6.53,10.35
2611,Ford,Ecosport,4,14000.0,Dealer,Petrol,Manual,15.85,1499,110.4,5,6.5,11.205
2612,Hyundai,Grand,4,15000.0,Dealer,Petrol,Automatic,18.9,1197,81.86,5,5.81,7.071195054945055
2613,Maruti,Ertiga,7,38000.0,Dealer,Petrol,Manual,16.02,1373,93.7,7,5.85,10.615
2614,Hyundai,i10,12,15000.0,Individual,Petrol,Manual,20.36,1197,78.9,5,1.65,7.138266666666667
2615,Hyundai,i10,9,50000.0,Dealer,Petrol,Manual,20.36,1197,78.9,5,3.11,7.138266666666667
2616,Volkswagen,Polo,4,32000.0,Dealer,Diesel,Manual,20.14,1498,88.7,5,6.55,9.283830409356725
2617,Maruti,Vitara,3,43000.0,Dealer,Diesel,Automatic,24.3,1248,88.5,5,9.75,10.815
2618,Hyundai,i20,9,76000.0,Dealer,Diesel,Manual,21.9,1396,88.76,5,3.85,11.25
2620,Ford,Ecosport,5,33000.0,Dealer,Petrol,Automatic,16.05,1499,110.4,5,7.45,11.205
2621,Hyundai,i20,3,20000.0,Dealer,Petrol,Automatic,17.4,1197,81.86,5,7.95,10.810042134831459
2622,Maruti,Baleno,3,4700.0,Dealer,Petrol,Manual,21.01,1197,81.8,5,6.75,8.89
2623,Hyundai,i20,5,35000.0,Dealer,Petrol,Manual,17.19,1197,81.86,5,6.5,10.810042134831459
2624,Mahindra,XUV500,9,120000.0,Individual,Diesel,Manual,15.1,2179,140.0,7,6.0,20.0
2625,Maruti,Alto,5,20000.0,Individual,Petrol,Manual,23.95,998,67.05,5,3.15,4.112027027027027
2626,Hyundai,Verna,11,72000.0,Dealer,Diesel,Manual,16.2,1493,110.0,5,4.1,14.583057553956834
2628,Maruti,Ciaz,6,67927.0,Dealer,Petrol,Manual,20.73,1373,91.1,5,6.5,11.285
2629,Hyundai,i20,2,34900.0,Dealer,Petrol,Manual,18.6,1197,81.83,5,7.1,10.810042134831459
2630,Ford,Ecosport,5,125000.0,Dealer,Diesel,Manual,22.77,1498,98.59,5,6.51,11.975
2632,Maruti,Baleno,4,15000.0,Individual,Petrol,Manual,21.4,1197,83.1,5,6.0,8.475
2633,Jeep,Compass,3,25000.0,Dealer,Petrol,Automatic,16.0,1368,160.0,5,17.0,24.85
2634,Maruti,Ciaz,7,65000.0,Dealer,Petrol,Manual,20.73,1373,91.1,5,5.4,11.595719424460432
2635,Maruti,Swift Dzire,5,120000.0,Individual,CNG,Manual,19.0,1197,85.8,5,3.25,7.18
2636,Hyundai,i20,7,47900.0,Dealer,Petrol,Automatic,15.0,1396,98.6,5,5.1,10.81
2638,Toyota,Innova,9,120000.0,Individual,Diesel,Manual,12.8,2494,102.0,7,8.0,24.861428571428572
2639,Maruti,Wagon R,7,61000.0,Dealer,Petrol,Manual,20.51,998,67.04,5,3.5,6.295
2641,Maruti,Alto,6,70000.0,Individual,Petrol,Manual,22.74,796,47.3,5,2.4,4.095
2642,Hyundai,i20,2,4000.0,Dealer,Petrol,Automatic,15.0,1396,100.0,5,8.75,10.92
2643,Mahindra,Bolero,4,60000.0,Individual,Diesel,Manual,16.5,1493,70.0,7,8.0,9.77591503267974
2644,Maruti,Alto,3,5917.0,Dealer,Petrol,Manual,23.95,998,67.05,5,3.71,4.112027027027027
2646,Hyundai,i20,4,41280.0,Dealer,Petrol,Manual,17.0,1197,80.0,5,5.85,10.575
2647,Hyundai,Grand,7,49000.0,Dealer,Petrol,Manual,18.9,1197,82.0,5,4.59,7.24
2648,Honda,WR-V,4,58000.0,Dealer,Diesel,Manual,25.5,1498,98.6,5,8.85,12.52
2649,Hyundai,Elantra,7,57000.0,Dealer,Diesel,Automatic,19.5,1582,126.24,5,7.85,23.875
2651,Hyundai,i20,4,24000.0,Dealer,Diesel,Manual,22.54,1396,88.73,5,7.5,11.26
2652,Maruti,Ertiga,6,50000.0,Individual,Diesel,Manual,20.77,1248,88.76,7,7.07,10.38372
2653,Maruti,Ertiga,7,51890.0,Dealer,CNG,Manual,17.5,1373,80.46,7,5.95,10.38372
2654,Honda,City,14,58641.0,Dealer,Petrol,Manual,17.7,1497,78.0,5,1.95,15.0
2655,Toyota,Innova,8,117000.0,Dealer,Diesel,Manual,12.99,2494,100.0,7,9.5,24.861428571428572
2656,Maruti,Ciaz,4,25000.0,Dealer,Petrol,Automatic,19.12,1373,91.1,5,7.95,11.595719424460432
2657,Hyundai,Grand,4,20000.0,Individual,Petrol,Manual,18.9,1197,82.0,5,6.15,7.23
2659,Maruti,Baleno,3,21000.0,Dealer,Petrol,Manual,21.01,1197,81.8,5,7.31,8.705
2660,Honda,City,8,67000.0,Dealer,Petrol,Automatic,15.6,1497,116.3,5,4.75,14.945
2661,Renault,KWID,5,7000.0,Dealer,Petrol,Manual,22.3,799,53.26,5,3.25,5.27
2662,Renault,KWID,3,42000.0,Dealer,Petrol,Manual,23.01,999,67.0,5,4.0,5.415
2663,Hyundai,Verna,10,58000.0,Dealer,Petrol,Manual,17.1,1591,121.3,5,3.99,13.49
2664,Maruti,Ciaz,4,31400.0,Dealer,Diesel,Manual,28.09,1248,88.5,5,7.85,11.595719424460432
2665,Hyundai,Creta,4,35000.0,Individual,Diesel,Manual,19.67,1582,126.2,5,11.25,16.575
2666,Ford,Ecosport,8,56260.0,Dealer,Petrol,Manual,18.88,999,123.37,5,4.99,11.435
2667,Maruti,Wagon R,14,115000.0,Dealer,Petrol,Manual,21.79,998,67.05,5,1.1,6.3
2668,Hyundai,i10,8,34579.0,Dealer,Petrol,Manual,20.36,1197,78.9,5,2.95,7.138266666666667
2669,Volkswagen,Vento,6,27000.0,Dealer,Petrol,Automatic,16.93,1197,103.2,5,6.65,13.46
2671,Hyundai,i20,4,20000.0,Dealer,Petrol,Manual,18.6,1197,81.83,5,6.9,10.565
2672,Maruti,Alto,13,50000.0,Dealer,Petrol,Manual,19.7,796,46.3,5,1.45,4.112027027027027
2673,Volkswagen,Vento,10,59526.0,Dealer,Diesel,Manual,20.54,1598,103.6,5,3.75,13.294659090909091
2674,Maruti,Ciaz,3,25000.0,Dealer,Petrol,Manual,20.65,1462,103.25,5,7.65,11.73
2675,Mahindra,Bolero,6,62248.0,Dealer,Diesel,Manual,13.6,2523,63.0,7,6.5,9.77591503267974
2676,Maruti,Ciaz,5,67518.0,Dealer,Diesel,Manual,28.09,1248,88.5,5,7.55,11.595719424460432
2677,Maruti,Ertiga,7,54000.0,Dealer,CNG,Manual,22.8,1373,80.9,7,6.75,10.23
2678,Toyota,Innova,7,92965.0,Dealer,Diesel,Manual,12.99,2494,100.57,7,10.25,24.861428571428572
2679,Datsun,GO,6,22211.0,Dealer,Petrol,Manual,19.02,1198,67.05,5,2.49,6.74
2680,Toyota,Innova,9,255000.0,Individual,Diesel,Manual,12.8,2494,102.0,8,7.25,24.861428571428572
2681,Maruti,Swift,7,47000.0,Dealer,Diesel,Manual,22.9,1248,74.0,5,5.0,7.746715686274511
2682,Honda,Civic,13,57000.0,Dealer,Petrol,Automatic,13.9,1799,130.2,5,2.5,23.235
2683,Renault,KWID,4,8560.0,Dealer,Petrol,Automatic,24.04,999,67.0,5,3.71,5.27
2684,Maruti,Swift Dzire,4,72000.0,Individual,Diesel,Manual,26.59,1248,74.0,5,7.2,8.329472891566265
2685,Maruti,Wagon R,6,39983.0,Dealer,Petrol,Manual,21.79,998,67.05,5,4.25,6.185586145648313
2686,Hyundai,Grand,6,78000.0,Dealer,Petrol,Manual,18.9,1197,82.0,5,4.25,7.24
2687,Ford,Ecosport,1,6000.0,Dealer,Diesel,Manual,23.0,1498,98.96,5,10.95,12.245
2688,Honda,City,5,32000.0,Dealer,Petrol,Automatic,18.0,1497,117.3,5,8.45,14.945
2689,Hyundai,Creta,6,81000.0,Dealer,Diesel,Manual,19.67,1582,126.2,5,9.75,16.56
2690,Maruti,Dzire VXI,9,24000.0,Dealer,Petrol,Automatic,24.12,1197,88.5,5,4.11,8.62
2691,Honda,Amaze,8,64000.0,Dealer,Diesel,Manual,25.8,1498,98.6,5,3.96,10.425
2692,Maruti,Baleno,3,22000.0,Dealer,Petrol,Manual,21.4,1197,83.1,5,7.5,8.62
2693,Ford,Figo,10,48971.0,Dealer,Diesel,Manual,20.0,1399,68.0,5,2.82,9.395
2694,Maruti,Wagon R,6,40000.0,Individual,Petrol,Automatic,20.51,998,67.04,5,4.5,6.185586145648313
2695,Mahindra,XUV500,4,89200.0,Individual,Diesel,Automatic,16.0,2179,140.0,7,16.5,19.98
2696,Hyundai,Grand,4,16000.0,Dealer,Petrol,Manual,18.9,1197,82.0,5,4.9,7.24
2697,Ford,Ecosport,7,44406.0,Dealer,Petrol,Manual,18.88,999,123.24,5,6.5,11.435
2698,Mahindra,Bolero,11,25000.0,Individual,Diesel,Manual,13.6,2523,63.0,7,2.5,9.765
2699,Datsun,GO,5,15000.0,Individual,Petrol,Manual,19.44,1198,67.0,7,3.5,6.56
2700,Hyundai,i20,4,27266.0,Dealer,Petrol,Manual,18.6,1197,81.83,5,7.0,10.565
2701,Tata,Safari,11,60893.0,Dealer,Diesel,Manual,11.57,2179,138.1,7,3.5,18.13
2702,Honda,Amaze,4,50000.0,Individual,Petrol,Manual,17.8,1198,86.7,5,5.5,8.76
2703,Maruti,Swift,13,120000.0,Individual,Diesel,Manual,17.8,1248,75.0,5,2.5,7.746715686274511
2704,Maruti,Swift Dzire,7,50000.0,Dealer,Petrol,Manual,20.85,1197,83.14,5,4.75,8.615
2706,Toyota,Innova,7,86000.0,Dealer,Diesel,Manual,12.8,2494,102.0,7,9.95,24.861428571428572
2707,Datsun,RediGO,4,20000.0,Dealer,Petrol,Manual,22.5,999,67.0,5,2.71,5.16
2708,Hyundai,i10,9,62000.0,Dealer,Petrol,Manual,19.81,1086,68.05,5,2.55,7.24
2709,Maruti,Ertiga,3,36352.0,Dealer,Petrol,Manual,19.34,1462,103.0,7,8.55,10.605
2710,Maruti,Ciaz,6,48000.0,Dealer,Diesel,Manual,26.21,1248,88.5,5,6.85,11.595719424460432
2711,Maruti,Swift,8,78278.0,Dealer,Diesel,Manual,22.9,1248,74.0,5,4.75,7.746715686274511
2712,Volkswagen,Polo,6,100000.0,Individual,Diesel,Manual,20.14,1498,88.8,5,4.5,9.283830409356725
2713,Toyota,Innova,5,53380.0,Dealer,Diesel,Automatic,13.68,2393,147.51,8,16.5,25.415
2714,Tata,Tigor,3,60204.0,Dealer,Diesel,Manual,24.7,1047,69.0,5,5.25,7.541666666666668
2715,Hyundai,i20,5,68000.0,Dealer,Diesel,Manual,22.54,1396,88.73,5,7.2,11.61
2716,Maruti,Wagon R,11,75008.0,Dealer,Petrol,Manual,18.9,998,67.1,5,2.4,6.42
2717,Ford,Ecosport,3,29000.0,Dealer,Diesel,Manual,23.0,1498,98.96,5,9.4,12.245
2718,Hyundai,Verna,5,83000.0,Individual,Diesel,Manual,24.8,1396,88.7,5,7.75,15.465
2719,Toyota,Innova,6,114000.0,Dealer,Diesel,Manual,12.99,2494,100.6,7,12.75,24.861428571428572
2720,Hyundai,i10,8,42000.0,Dealer,Petrol,Automatic,16.95,1197,78.9,5,3.6,7.138266666666667
2721,Toyota,Innova,6,117000.0,Dealer,Diesel,Manual,12.99,2494,100.6,8,11.55,24.861428571428572
2723,Hyundai,i20,9,87000.0,Dealer,Diesel,Manual,23.0,1396,90.0,5,4.6,10.810042134831459
2724,Skoda,Rapid,5,49661.0,Dealer,Diesel,Automatic,21.66,1498,103.52,5,6.95,12.28091836734694
2725,Hyundai,i10,8,20000.0,Dealer,Petrol,Automatic,16.95,1197,78.9,5,3.75,7.138266666666667
2726,Maruti,Alto,7,56332.0,Dealer,Petrol,Manual,23.95,998,67.05,5,2.85,4.112027027027027
2727,Tata,Hexa,3,46000.0,Individual,Diesel,Manual,17.6,2179,153.86,7,12.25,14.1
2728,Maruti,Swift,8,37000.0,Dealer,Petrol,Manual,18.6,1197,85.8,5,4.1,7.86
2729,Honda,Jazz,2,7000.0,Dealer,Petrol,Automatic,19.0,1199,88.7,5,8.21,10.21
2730,Hyundai,Grand,5,40000.0,Dealer,Petrol,Manual,18.9,1197,82.0,5,5.1,7.071195054945055
2731,Ford,Figo,10,570000.0,Dealer,Petrol,Manual,15.6,1196,70.0,5,2.0,7.41
2732,Mahindra,Scorpio,4,61000.0,Dealer,Diesel,Manual,15.4,1997,120.0,7,10.25,17.71
2733,Maruti,Baleno,5,95000.0,Individual,Petrol,Manual,21.4,1197,83.1,5,5.5,8.705
2734,Hyundai,Elantra,3,18000.0,Dealer,Petrol,Automatic,14.62,1999,149.92,5,15.5,22.305
2735,Maruti,Ciaz,6,67181.0,Dealer,Diesel,Manual,26.21,1248,88.5,5,6.79,11.595719424460432
2736,Renault,Duster,7,120000.0,Individual,Petrol,Manual,13.24,1598,102.57,5,5.45,14.265
2737,Honda,City,11,84768.0,Dealer,Petrol,Manual,17.0,1497,118.0,5,2.75,15.192078825347759
2738,Maruti,Celerio,6,36000.0,Dealer,CNG,Manual,31.79,998,58.2,5,4.22,6.42
2739,Mahindra,Scorpio,5,49490.0,Dealer,Diesel,Manual,15.4,2179,120.0,7,9.75,16.59
2740,Maruti,Ertiga,4,33072.0,Dealer,CNG,Manual,26.08,1462,91.19,7,7.9,10.22
2741,Maruti,Ertiga,6,92457.0,Individual,Diesel,Manual,20.77,1248,88.8,7,6.99,10.38372
2742,Mahindra,XUV500,7,114000.0,Dealer,Diesel,Manual,15.1,2179,140.0,7,6.9,20.0
2743,Volkswagen,Polo,6,56606.0,Dealer,Petrol,Automatic,17.21,1197,103.6,5,6.62,9.2
2744,Hyundai,Verna,8,57800.0,Dealer,Petrol,Manual,17.1,1591,121.3,5,4.85,13.505
2745,Honda,City,7,70000.0,Individual,Diesel,Manual,26.0,1498,98.6,5,5.2,15.192078825347759
2746,Hyundai,Grand,7,35000.0,Individual,Petrol,Manual,18.9,1197,82.0,5,4.25,7.045
2747,Maruti,Ciaz,6,25000.0,Individual,Petrol,Manual,20.73,1373,91.1,5,7.0,11.73
2748,Hyundai,Elantra,2,10000.0,Individual,Petrol,Automatic,14.62,1999,149.92,5,18.9,21.905
2749,Maruti,Baleno,3,16348.0,Dealer,Petrol,Manual,21.4,1197,83.1,5,7.0,8.78
2750,Maruti,Wagon R,8,55853.0,Dealer,CNG,Manual,33.54,998,67.04,5,3.49,6.25
2751,Maruti,Baleno,4,21000.0,Dealer,Petrol,Automatic,21.4,1197,83.1,5,7.45,8.69356846473029
2753,Maruti,Wagon R,8,58288.0,Dealer,CNG,Manual,26.2,998,58.2,5,3.5,6.13
2754,Mahindra,KUV100,3,79814.0,Individual,Petrol,Manual,18.15,1198,82.0,6,5.0,7.56
2756,Hyundai,Elantra,8,80000.0,Individual,Petrol,Automatic,14.5,1797,147.5,5,7.5,22.305
2757,Hyundai,Creta,2,38000.0,Individual,Diesel,Manual,22.1,1396,88.7,5,10.5,16.28
